hotel_name,hotel_adress,raiting_stars,url
The St Regis Downtown Dubai,"Marasi Drive, Dubai, United Arab Emirates",5,https://www.booking.com/hotel/ae/st-regis-dubai-downtown.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaO4BiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuAKsmeWhBsACAdICJDM4YjEzMzAxLWE2MTMtNGJiNi05OWZhLTViYzZkODBiMTMzYtgCBeACAQ&sid=ed2a5713498518492dcc3228c24e2c68&aid=304142&ucfs=1&arphpl=1&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=434&sr_order=popularity&srpvid=8ac929926c950522&srepoch=1681538186&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl
Atana Hotel,"Tecom, Hessa Street, Al Barsha South, Barsha Heights (Tecom) , Dubai, United Arab Emirates",4,https://www.booking.com/hotel/ae/atana.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaO4BiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuAKsmeWhBsACAdICJDM4YjEzMzAxLWE2MTMtNGJiNi05OWZhLTViYzZkODBiMTMzYtgCBeACAQ&sid=ed2a5713498518492dcc3228c24e2c68&aid=304142&ucfs=1&arphpl=1&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=435&sr_order=popularity&srpvid=8ac929926c950522&srepoch=1681538186&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl
Paramount Hotel Dubai,"Marasi Drive, Dubai, United Arab Emirates",5,https://www.booking.com/hotel/ae/paramount-dubai.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaO4BiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuAKsmeWhBsACAdICJDM4YjEzMzAxLWE2MTMtNGJiNi05OWZhLTViYzZkODBiMTMzYtgCBeACAQ&sid=ed2a5713498518492dcc3228c24e2c68&aid=304142&ucfs=1&arphpl=1&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=437&sr_order=popularity&srpvid=8ac929926c950522&srepoch=1681538186&map_fdco=1&from=searchresults#hotelTmpl
Hilton Garden Inn Dubai Mall Of The Emirates,"6A Street,P.O. Box 393971. Dubai Al Barsha, Al Barsha, Dubai, United Arab Emirates",4,https://www.booking.com/hotel/ae/hilton-garden-inn-dubai-mall-of-the-emirates.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaO4BiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuAKsmeWhBsACAdICJDM4YjEzMzAxLWE2MTMtNGJiNi05OWZhLTViYzZkODBiMTMzYtgCBeACAQ&sid=ed2a5713498518492dcc3228c24e2c68&aid=304142&ucfs=1&arphpl=1&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=438&sr_order=popularity&srpvid=8ac929926c950522&srepoch=1681538186&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl
Grand Hyatt Residence,"Oud Metha, Dubai Healthcare City, Near Sheikh Zayed Road & Wafi Mall, Bur Dubai, PO Box 7167 Dubai, United Arab Emirates",4,https://www.booking.com/hotel/ae/grand-hyatt-residence.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaO4BiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuAKsmeWhBsACAdICJDM4YjEzMzAxLWE2MTMtNGJiNi05OWZhLTViYzZkODBiMTMzYtgCBeACAQ&sid=ed2a5713498518492dcc3228c24e2c68&aid=304142&ucfs=1&arphpl=1&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=439&sr_order=popularity&srpvid=8ac929926c950522&srepoch=1681538186&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl
Moscow Hotel,"Al Maktoum Street, Dubai, United Arab Emirates",4,https://www.booking.com/hotel/ae/moscow.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaO4BiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuAKsmeWhBsACAdICJDM4YjEzMzAxLWE2MTMtNGJiNi05OWZhLTViYzZkODBiMTMzYtgCBeACAQ&sid=ed2a5713498518492dcc3228c24e2c68&aid=304142&ucfs=1&arphpl=1&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=440&sr_order=popularity&srpvid=8ac929926c950522&srepoch=1681538186&map_fdco=1&from=searchresults#hotelTmpl
Dusit Thani Dubai,"133, Sheikh Zayed Road, Trade Centre, Dubai, United Arab Emirates",5,https://www.booking.com/hotel/ae/dusit-dubai.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaO4BiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuAKsmeWhBsACAdICJDM4YjEzMzAxLWE2MTMtNGJiNi05OWZhLTViYzZkODBiMTMzYtgCBeACAQ&sid=ed2a5713498518492dcc3228c24e2c68&aid=304142&ucfs=1&arphpl=1&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=441&sr_order=popularity&srpvid=8ac929926c950522&srepoch=1681538186&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl
Al Khoory Sky Garden Hotel,"Airport Road Deira, Dubai, United Arab Emirates",4,https://www.booking.com/hotel/ae/al-khoory-sky-garden.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaO4BiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuAKsmeWhBsACAdICJDM4YjEzMzAxLWE2MTMtNGJiNi05OWZhLTViYzZkODBiMTMzYtgCBeACAQ&sid=ed2a5713498518492dcc3228c24e2c68&aid=304142&ucfs=1&arphpl=1&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=444&sr_order=popularity&srpvid=8ac929926c950522&srepoch=1681538186&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl
Millennium Airport Hotel Dubai,"Airport Road, Casablanca Street, Al Garhoud, Garhoud, Dubai, United Arab Emirates",4,https://www.booking.com/hotel/ae/millennium-dubai-airport.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaO4BiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuAKsmeWhBsACAdICJDM4YjEzMzAxLWE2MTMtNGJiNi05OWZhLTViYzZkODBiMTMzYtgCBeACAQ&sid=ed2a5713498518492dcc3228c24e2c68&aid=304142&ucfs=1&arphpl=1&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=448&sr_order=popularity&srpvid=8ac929926c950522&srepoch=1681538186&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl
"TIME Grand Plaza Hotel, Dubai Airport","Near DAFZA, Al Qusais, 237844, Al Qusais, Dubai, United Arab Emirates",4,https://www.booking.com/hotel/ae/layia-plaza.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaO4BiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuAKsmeWhBsACAdICJDM4YjEzMzAxLWE2MTMtNGJiNi05OWZhLTViYzZkODBiMTMzYtgCBeACAQ&sid=ed2a5713498518492dcc3228c24e2c68&aid=304142&ucfs=1&arphpl=1&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=452&sr_order=popularity&srpvid=8ac929926c950522&srepoch=1681538192&map_fdco=1&from=searchresults#hotelTmpl
Four Seasons Hotel Dubai International Financial Centre,"Four Seasons Hotel DIFC, Building 9, Gate Village - DIFC, Happiness Street, Trade Centre, Dubai, United Arab Emirates",5,https://www.booking.com/hotel/ae/four-seasons-dubai-international-financial-centre.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaO4BiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuAKsmeWhBsACAdICJDM4YjEzMzAxLWE2MTMtNGJiNi05OWZhLTViYzZkODBiMTMzYtgCBeACAQ&sid=ed2a5713498518492dcc3228c24e2c68&aid=304142&ucfs=1&arphpl=1&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=454&sr_order=popularity&srpvid=8ac929926c950522&srepoch=1681538192&map_fdco=1&from=searchresults#hotelTmpl
Rose Rayhaan by Rotana - Dubai,"Sheikh Zayed Road, Trade Centre, Dubai, United Arab Emirates",4,https://www.booking.com/hotel/ae/rose-rotana-dubai.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaO4BiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuAKsmeWhBsACAdICJDM4YjEzMzAxLWE2MTMtNGJiNi05OWZhLTViYzZkODBiMTMzYtgCBeACAQ&sid=ed2a5713498518492dcc3228c24e2c68&aid=304142&ucfs=1&arphpl=1&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=455&sr_order=popularity&srpvid=8ac929926c950522&srepoch=1681538192&map_fdco=1&from=searchresults#hotelTmpl
Flora Al Barsha Hotel At The Mall,"Near Mall of the Emirates, Al Barsha, 8088 , Al Barsha, Dubai, United Arab Emirates",4,https://www.booking.com/hotel/ae/flora-al-barsha.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaO4BiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuAKsmeWhBsACAdICJDM4YjEzMzAxLWE2MTMtNGJiNi05OWZhLTViYzZkODBiMTMzYtgCBeACAQ&sid=ed2a5713498518492dcc3228c24e2c68&aid=304142&ucfs=1&arphpl=1&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=458&sr_order=popularity&srpvid=8ac929926c950522&srepoch=1681538192&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl
Mercure Hotel Apartments Dubai Barsha Heights,"Dubai Barsha Heights Area Sheikh Zayed Road Po Box 500300, Barsha Heights (Tecom) , 500300 Dubai, United Arab Emirates",4,https://www.booking.com/hotel/ae/mercure-apartments-dubai-barsha-heights.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaO4BiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuAKsmeWhBsACAdICJDM4YjEzMzAxLWE2MTMtNGJiNi05OWZhLTViYzZkODBiMTMzYtgCBeACAQ&sid=ed2a5713498518492dcc3228c24e2c68&aid=304142&ucfs=1&arphpl=1&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=460&sr_order=popularity&srpvid=8ac929926c950522&srepoch=1681538192&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl
Swissôtel Living Al Ghurair,"Omar Bin  Al Khattab Street,next to Al Ghurair Centre, Near Fish Roundabout, Deira, , Dubai, United Arab Emirates",5,https://www.booking.com/hotel/ae/al-ghurair-living-managed-by-accorhotels.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaO4BiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuAKsmeWhBsACAdICJDM4YjEzMzAxLWE2MTMtNGJiNi05OWZhLTViYzZkODBiMTMzYtgCBeACAQ&sid=ed2a5713498518492dcc3228c24e2c68&aid=304142&ucfs=1&arphpl=1&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=461&sr_order=popularity&srpvid=8ac929926c950522&srepoch=1681538192&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl
"Occidental Al Jaddaf, Dubai","326 Al Khail Road, Al Jaddaf Area, United Arab Emirates, Bur Dubai, Dubai, United Arab Emirates",4,https://www.booking.com/hotel/ae/occidental-al-jaddaf.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaO4BiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuAKsmeWhBsACAdICJDM4YjEzMzAxLWE2MTMtNGJiNi05OWZhLTViYzZkODBiMTMzYtgCBeACAQ&sid=ed2a5713498518492dcc3228c24e2c68&aid=304142&ucfs=1&arphpl=1&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=462&sr_order=popularity&srpvid=8ac929926c950522&srepoch=1681538192&map_fdco=1&from=searchresults#hotelTmpl
Millennium Place Barsha Heights Hotel,"First Al Khail Street Tecom, Barsha Heights,, Barsha Heights (Tecom) , Dubai, United Arab Emirates",4,https://www.booking.com/hotel/ae/millennium-place-barsha-heights.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaO4BiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuAKsmeWhBsACAdICJDM4YjEzMzAxLWE2MTMtNGJiNi05OWZhLTViYzZkODBiMTMzYtgCBeACAQ&sid=ed2a5713498518492dcc3228c24e2c68&aid=304142&ucfs=1&arphpl=1&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=463&sr_order=popularity&srpvid=8ac929926c950522&srepoch=1681538192&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl
Westminster Dubai Mall,"The Address Dubai Mall Residence - Downtown Dubai, Downtown Dubai, Dubai, United Arab Emirates",5,https://www.booking.com/hotel/ae/the-address-dubai-mall-residence.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaO4BiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuAKsmeWhBsACAdICJDM4YjEzMzAxLWE2MTMtNGJiNi05OWZhLTViYzZkODBiMTMzYtgCBeACAQ&sid=ed2a5713498518492dcc3228c24e2c68&aid=304142&ucfs=1&arphpl=1&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=466&sr_order=popularity&srpvid=8ac929926c950522&srepoch=1681538192&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl
Capitol Hotel,"Al Mina Road, Dubai, United Arab Emirates",4,https://www.booking.com/hotel/ae/capitol.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaO4BiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuAKsmeWhBsACAdICJDM4YjEzMzAxLWE2MTMtNGJiNi05OWZhLTViYzZkODBiMTMzYtgCBeACAQ&sid=ed2a5713498518492dcc3228c24e2c68&aid=304142&ucfs=1&arphpl=1&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=469&sr_order=popularity&srpvid=8ac929926c950522&srepoch=1681538192&map_fdco=1&from=searchresults#hotelTmpl
TIME Oak Hotel & Suites,"Tayram St, Al Thanyah 1, Al Barsha Heights, 283634, Barsha Heights (Tecom) , Dubai, United Arab Emirates",4,https://www.booking.com/hotel/ae/layia-oak-suites.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaO4BiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuAKsmeWhBsACAdICJDM4YjEzMzAxLWE2MTMtNGJiNi05OWZhLTViYzZkODBiMTMzYtgCBeACAQ&sid=ed2a5713498518492dcc3228c24e2c68&aid=304142&ucfs=1&arphpl=1&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=470&sr_order=popularity&srpvid=8ac929926c950522&srepoch=1681538192&map_fdco=1&from=searchresults#hotelTmpl
Hyatt Place Dubai Wasl District Residences,"Al Maktoum Road Al Wasl District, Near Al Ghurair Mall, Dubai, United Arab Emirates",4,https://www.booking.com/hotel/ae/hyatt-place-dubai-47-wasl-district-residences.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaO4BiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuAKsmeWhBsACAdICJDM4YjEzMzAxLWE2MTMtNGJiNi05OWZhLTViYzZkODBiMTMzYtgCBeACAQ&sid=ed2a5713498518492dcc3228c24e2c68&aid=304142&ucfs=1&arphpl=1&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=474&sr_order=popularity&srpvid=8ac929926c950522&srepoch=1681538192&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl
Gulf Court Hotel Business Bay,"Al Abraj Street, Dubai, United Arab Emirates",4,https://www.booking.com/hotel/ae/gulf-court-business-bay.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaO4BiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuAKsmeWhBsACAdICJDM4YjEzMzAxLWE2MTMtNGJiNi05OWZhLTViYzZkODBiMTMzYtgCBeACAQ&sid=ed2a5713498518492dcc3228c24e2c68&aid=304142&ucfs=1&arphpl=1&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=477&sr_order=popularity&srpvid=8ac929926c950522&srepoch=1681538197&map_fdco=1&from=searchresults#hotelTmpl
Canal Central Hotel,"Al Abraj Street Business Bay, Dubai, United Arab Emirates",5,https://www.booking.com/hotel/ae/canal-central.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaO4BiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuAKsmeWhBsACAdICJDM4YjEzMzAxLWE2MTMtNGJiNi05OWZhLTViYzZkODBiMTMzYtgCBeACAQ&sid=ed2a5713498518492dcc3228c24e2c68&aid=304142&ucfs=1&arphpl=1&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=480&sr_order=popularity&srpvid=8ac929926c950522&srepoch=1681538197&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl
TIME Oak Hotel & Suites,"Tayram St, Al Thanyah 1, Al Barsha Heights, 283634, Barsha Heights (Tecom) , Dubai, United Arab Emirates",4,https://www.booking.com/hotel/ae/layia-oak-suites.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaO4BiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuAKsmeWhBsACAdICJDM4YjEzMzAxLWE2MTMtNGJiNi05OWZhLTViYzZkODBiMTMzYtgCBeACAQ&sid=ed2a5713498518492dcc3228c24e2c68&aid=304142&ucfs=1&arphpl=1&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=483&sr_order=popularity&srpvid=8ac929926c950522&srepoch=1681538197&map_fdco=1&from=searchresults#hotelTmpl
Hyatt Place Dubai Wasl District Residences,"Al Maktoum Road Al Wasl District, Near Al Ghurair Mall, Dubai, United Arab Emirates",4,https://www.booking.com/hotel/ae/hyatt-place-dubai-47-wasl-district-residences.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaO4BiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuAKsmeWhBsACAdICJDM4YjEzMzAxLWE2MTMtNGJiNi05OWZhLTViYzZkODBiMTMzYtgCBeACAQ&sid=ed2a5713498518492dcc3228c24e2c68&aid=304142&ucfs=1&arphpl=1&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=486&sr_order=popularity&srpvid=8ac929926c950522&srepoch=1681538197&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl
Ascot Hotel,"Khalid Bin Walid Road, Bur Dubai, Dubai, United Arab Emirates",4,https://www.booking.com/hotel/ae/ascot.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaO4BiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuAKsmeWhBsACAdICJDM4YjEzMzAxLWE2MTMtNGJiNi05OWZhLTViYzZkODBiMTMzYtgCBeACAQ&sid=ed2a5713498518492dcc3228c24e2c68&aid=304142&ucfs=1&arphpl=1&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=490&sr_order=popularity&srpvid=8ac929926c950522&srepoch=1681538197&map_fdco=1&from=searchresults#hotelTmpl
"Radisson Blu Hotel, Dubai Canal View","Marasi Drive, Business bay, PO Box 16021, Dubai, United Arab Emirates",5,https://www.booking.com/hotel/ae/radisson-blu-dubai-canal-view.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaO4BiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuAKsmeWhBsACAdICJDM4YjEzMzAxLWE2MTMtNGJiNi05OWZhLTViYzZkODBiMTMzYtgCBeACAQ&sid=ed2a5713498518492dcc3228c24e2c68&aid=304142&ucfs=1&arphpl=1&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=492&sr_order=popularity&srpvid=8ac929926c950522&srepoch=1681538197&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl
Novotel Deira City Centre,"8th str. Port Saeed District Front of Deira City CentreMall, Dubai, United Arab Emirates",4,https://www.booking.com/hotel/ae/novotel-deira-city-centre.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaO4BiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuAKsmeWhBsACAdICJDM4YjEzMzAxLWE2MTMtNGJiNi05OWZhLTViYzZkODBiMTMzYtgCBeACAQ&sid=ed2a5713498518492dcc3228c24e2c68&aid=304142&ucfs=1&arphpl=1&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=493&sr_order=popularity&srpvid=8ac929926c950522&srepoch=1681538197&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl
Grand Mercure Hotel and Residences Dubai Airport,"Casablanca St off Airport Road, Garhoud, 13868 Dubai, United Arab Emirates",5,https://www.booking.com/hotel/ae/grand-mercure-dubai-airport.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaO4BiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuAKsmeWhBsACAdICJDM4YjEzMzAxLWE2MTMtNGJiNi05OWZhLTViYzZkODBiMTMzYtgCBeACAQ&sid=ed2a5713498518492dcc3228c24e2c68&aid=304142&ucfs=1&arphpl=1&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=495&sr_order=popularity&srpvid=8ac929926c950522&srepoch=1681538197&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl
Hyatt Place Dubai Baniyas Square,"Baniyas Square, 14th Road Deira, Dubai, United Arab Emirates",4,https://www.booking.com/hotel/ae/hyatt-place-dubai-baniyas-square.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaO4BiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuAKsmeWhBsACAdICJDM4YjEzMzAxLWE2MTMtNGJiNi05OWZhLTViYzZkODBiMTMzYtgCBeACAQ&sid=ed2a5713498518492dcc3228c24e2c68&aid=304142&ucfs=1&arphpl=1&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=498&sr_order=popularity&srpvid=8ac929926c950522&srepoch=1681538197&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl
MD Hotel By Gewan formerly Cassells,"Opp. Mashreq Metro Station, Sheikh Zayed Road, Al Barsha, Dubai, United Arab Emirates, Al Barsha, Dubai, United Arab Emirates",4,https://www.booking.com/hotel/ae/cassells-al-barsha.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaO4BiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuAKsmeWhBsACAdICJDM4YjEzMzAxLWE2MTMtNGJiNi05OWZhLTViYzZkODBiMTMzYtgCBeACAQ&sid=ed2a5713498518492dcc3228c24e2c68&aid=304142&ucfs=1&arphpl=1&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=499&sr_order=popularity&srpvid=8ac929926c950522&srepoch=1681538197&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl
Al Khoory Courtyard Hotel,"Al Waha St - Al Quoz - Al Quoz 3 - Dubai , Dubai, United Arab Emirates",4,https://www.booking.com/hotel/ae/al-khoory-courtyard.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaO4BiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuAKsmeWhBsACAdICJDM4YjEzMzAxLWE2MTMtNGJiNi05OWZhLTViYzZkODBiMTMzYtgCBeACAQ&sid=ed2a5713498518492dcc3228c24e2c68&aid=304142&ucfs=1&arphpl=1&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=500&sr_order=popularity&srpvid=8ac929926c950522&srepoch=1681538197&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl
Holiday International Hotel Embassy District,"Al Hamriya Khaleed Bin Waleed Road2 , Bur Dubai, Dubai, United Arab Emirates",4,https://www.booking.com/hotel/ae/holiday-inn-bur-dubai-embassy-district.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaO4BiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuAKsmeWhBsACAdICJDM4YjEzMzAxLWE2MTMtNGJiNi05OWZhLTViYzZkODBiMTMzYtgCBeACAQ&sid=ed2a5713498518492dcc3228c24e2c68&aid=304142&ucfs=1&arphpl=1&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=501&sr_order=popularity&srpvid=8ac929926c950522&srepoch=1681538203&map_fdco=1&from=searchresults#hotelTmpl
Riu Dubai - All Inclusive,"Deira Islands, Dubai, United Arab Emirates",4,https://www.booking.com/hotel/ae/riu-dubai-all-inclusive.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaO4BiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuAKsmeWhBsACAdICJDM4YjEzMzAxLWE2MTMtNGJiNi05OWZhLTViYzZkODBiMTMzYtgCBeACAQ&sid=ed2a5713498518492dcc3228c24e2c68&aid=304142&ucfs=1&arphpl=1&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=505&sr_order=popularity&srpvid=8ac929926c950522&srepoch=1681538203&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl
Four Points by Sheraton Sheikh Zayed Road,"Sheikh Zayed Road, Trade Centre, Dubai, United Arab Emirates",4,https://www.booking.com/hotel/ae/four-points-by-sheraton-sheikh-zayed-road.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaO4BiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuAKsmeWhBsACAdICJDM4YjEzMzAxLWE2MTMtNGJiNi05OWZhLTViYzZkODBiMTMzYtgCBeACAQ&sid=ed2a5713498518492dcc3228c24e2c68&aid=304142&ucfs=1&arphpl=1&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=508&sr_order=popularity&srpvid=8ac929926c950522&srepoch=1681538203&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl
